d_code;d_name;s_name;s_value
443;Otitis externa (swimmer's ear);Itchy ear(s);14
443;Otitis externa (swimmer's ear);Bleeding from ear;14
443;Otitis externa (swimmer's ear);Ringing in ear;7
444;Poisoning due to anticonvulsants;Problems with movement;53
444;Poisoning due to anticonvulsants;Seizures;53
444;Poisoning due to anticonvulsants;Dizziness;45
444;Poisoning due to anticonvulsants;Vomiting;35
444;Poisoning due to anticonvulsants;Feeling ill;35
444;Poisoning due to anticonvulsants;Depression;35
444;Poisoning due to anticonvulsants;Headache;35
444;Poisoning due to anticonvulsants;Difficulty speaking;21
444;Poisoning due to anticonvulsants;Ringing in ear;21
444;Poisoning due to anticonvulsants;Itching of skin;21
444;Poisoning due to anticonvulsants;Pain in eye;21
444;Poisoning due to anticonvulsants;Slurring words;21
445;Testicular torsion;Pain in testicles;80
445;Testicular torsion;Symptoms of the scrotum and testes;76
445;Testicular torsion;Swelling of scrotum;63
445;Testicular torsion;Sharp abdominal pain;52
445;Testicular torsion;Back pain;34
445;Testicular torsion;Burning abdominal pain;34
445;Testicular torsion;Emotional symptoms;2
445;Testicular torsion;Elbow cramps or spasms;2
445;Testicular torsion;Nailbiting;2
445;Testicular torsion;Itching of scrotum;2
445;Testicular torsion;Elbow weakness;2
445;Testicular torsion;Muscle swelling;2
446;Tricuspid valve disease;Anxiety and nervousness;51
446;Tricuspid valve disease;Drainage in throat;51
446;Tricuspid valve disease;Back pain;51
446;Tricuspid valve disease;Excessive growth;4
446;Tricuspid valve disease;Itchy eyelid;4
446;Tricuspid valve disease;Cross-eyed;4
446;Tricuspid valve disease;Wrist weakness;4
446;Tricuspid valve disease;Elbow weakness;4
446;Tricuspid valve disease;Elbow cramps or spasms;4
446;Tricuspid valve disease;Emotional symptoms;4
446;Tricuspid valve disease;Hip stiffness or tightness;4
446;Tricuspid valve disease;Nailbiting;4
447;Urethral stricture;Retention of urine;73
447;Urethral stricture;Painful urination;36
447;Urethral stricture;Frequent urination;34
447;Urethral stricture;Suprapubic pain;34
447;Urethral stricture;Involuntary urination;27
447;Urethral stricture;Blood in urine;24
447;Urethral stricture;Symptoms of bladder;16
447;Urethral stricture;Symptoms of prostate;11
447;Urethral stricture;Symptoms of the scrotum and testes;6
447;Urethral stricture;Excessive urination at night;6
447;Urethral stricture;Penis redness;6
447;Urethral stricture;Swelling of scrotum;6
448;Vitamin D deficiency;Fatigue;40
448;Vitamin D deficiency;Joint pain;9
448;Vitamin D deficiency;Hot flashes;9
448;Vitamin D deficiency;Weight gain;9
448;Vitamin D deficiency;Skin irritation;3
448;Vitamin D deficiency;Arm stiffness or tightness;3
448;Vitamin D deficiency;Smoking problems;3
448;Vitamin D deficiency;Mouth dryness;3
448;Vitamin D deficiency;Infrequent menstruation;3
448;Vitamin D deficiency;Feeling hot;3
448;Vitamin D deficiency;Melena;3
448;Vitamin D deficiency;Back stiffness or tightness;3
449;Hydatidiform mole;Spotting or bleeding during pregnancy;71
449;Hydatidiform mole;Pain during pregnancy;52
449;Hydatidiform mole;Problems during pregnancy;44
449;Hydatidiform mole;Sharp abdominal pain;44
449;Hydatidiform mole;Low back pain;34
449;Hydatidiform mole;Nausea;34
449;Hydatidiform mole;Dizziness;34
449;Hydatidiform mole;Vomiting;34
449;Hydatidiform mole;Pelvic pain;34
449;Hydatidiform mole;Diminished vision;21
449;Hydatidiform mole;Side pain;21
449;Hydatidiform mole;Burning abdominal pain;21
450;Pain disorder affecting the neck;Neck pain;86
450;Pain disorder affecting the neck;Headache;84
450;Pain disorder affecting the neck;Back pain;40
450;Pain disorder affecting the neck;Loss of sensation;37
450;Pain disorder affecting the neck;Neck stiffness or tightness;37
450;Pain disorder affecting the neck;Shoulder pain;37
450;Pain disorder affecting the neck;Low back pain;34
450;Pain disorder affecting the neck;Dizziness;27
450;Pain disorder affecting the neck;Arm pain;22
450;Pain disorder affecting the neck;Paresthesia;22
450;Pain disorder affecting the neck;Insomnia;18
450;Pain disorder affecting the neck;Disturbance of memory;13
451;Tuberculosis;Cough;33
451;Tuberculosis;Shortness of breath;31
451;Tuberculosis;Sweating;10
451;Tuberculosis;Congestion in chest;10
451;Tuberculosis;Hemoptysis;5
451;Tuberculosis;Skin dryness, peeling, scaliness, or roughness;5
451;Tuberculosis;Drainage in throat;5
451;Tuberculosis;Hurts to breath;5
451;Tuberculosis;Itchiness of eye;5
451;Tuberculosis;Back cramps or spasms;5
451;Tuberculosis;Vaginal itching;5
452;Pelvic fistula;Vaginal discharge;52
452;Pelvic fistula;Dizziness;34
452;Pelvic fistula;Rectal bleeding;34
452;Pelvic fistula;Back pain;34
452;Pelvic fistula;Recent pregnancy;34
452;Pelvic fistula;Fainting;34
452;Pelvic fistula;Heartburn;34
452;Pelvic fistula;Elbow cramps or spasms;2
452;Pelvic fistula;Nailbiting;2
452;Pelvic fistula;Itching of scrotum;2
452;Pelvic fistula;Muscle swelling;2
452;Pelvic fistula;Elbow weakness;2
453;Acute bronchiolitis;Cough;91
453;Acute bronchiolitis;Fever;78
453;Acute bronchiolitis;Nasal congestion;76
453;Acute bronchiolitis;Wheezing;59
453;Acute bronchiolitis;Difficulty breathing;56
453;Acute bronchiolitis;Vomiting;42
453;Acute bronchiolitis;Coryza;41
453;Acute bronchiolitis;Shortness of breath;33
453;Acute bronchiolitis;Decreased appetite;18
453;Acute bronchiolitis;Irritable infant;13
453;Acute bronchiolitis;Pulling at ears;12
453;Acute bronchiolitis;Hurts to breath;8
454;Presbyopia;Diminished vision;83
454;Presbyopia;Symptoms of eye;35
454;Presbyopia;Spots or clouds in vision;33
454;Presbyopia;Itchiness of eye;15
454;Presbyopia;Eye redness;15
454;Presbyopia;Pain in eye;15
454;Presbyopia;Eye burns or stings;12
454;Presbyopia;Foreign body sensation in eye;12
454;Presbyopia;Lacrimation;8
454;Presbyopia;Abnormal movement of eyelid;8
454;Presbyopia;Mass on eyelid;4
454;Presbyopia;Difficulty speaking;4
455;Dementia;Disturbance of memory;53
455;Dementia;Problems with movement;45
455;Dementia;Dizziness;32
455;Dementia;Depressive or psychotic symptoms;32
455;Dementia;Abnormal involuntary movements;26
455;Dementia;Paresthesia;21
455;Dementia;Hostile behavior;21
455;Dementia;Delusions or hallucinations;15
455;Dementia;Difficulty speaking;13
455;Dementia;Insomnia;13
455;Dementia;Disturbance of smell or taste;13
455;Dementia;Focal weakness;9
456;Insect bite;Skin rash;71
456;Insect bite;Abnormal appearing skin;47
456;Insect bite;Itching of skin;46
456;Insect bite;Skin swelling;31
456;Insect bite;Skin lesion;26
456;Insect bite;Peripheral edema;19
456;Insect bite;Hand or finger swelling;17
456;Insect bite;Arm swelling;17
456;Insect bite;Leg swelling;13
456;Insect bite;Swollen eye;13
456;Insect bite;Fluid retention;6
456;Insect bite;Lip swelling;5
457;Paroxysmal ventricular tachycardia;Shortness of breath;43
457;Paroxysmal ventricular tachycardia;Sharp chest pain;34
457;Paroxysmal ventricular tachycardia;Dizziness;32
457;Paroxysmal ventricular tachycardia;Palpitations;32
457;Paroxysmal ventricular tachycardia;Fainting;25
457;Paroxysmal ventricular tachycardia;Irregular heartbeat;23
457;Paroxysmal ventricular tachycardia;Fatigue;20
457;Paroxysmal ventricular tachycardia;Increased heart rate;14
457;Paroxysmal ventricular tachycardia;Chest tightness;11
457;Paroxysmal ventricular tachycardia;Weight gain;8
457;Paroxysmal ventricular tachycardia;Decreased heart rate;4
457;Paroxysmal ventricular tachycardia;Slurring words;4
458;Congenital heart defect;Sharp chest pain;26
458;Congenital heart defect;Lack of growth;6
458;Congenital heart defect;Lymphedema;6
458;Congenital heart defect;Arm swelling;4
458;Congenital heart defect;Infant feeding problem;4
458;Congenital heart defect;Slurring words;2
458;Congenital heart defect;Irregular belly button;2
458;Congenital heart defect;Cross-eyed;2
458;Congenital heart defect;Neck cramps or spasms;2
458;Congenital heart defect;Decreased heart rate;2
458;Congenital heart defect;Excessive appetite;2
458;Congenital heart defect;Hand or finger stiffness or tightness;2
459;Connective tissue disorder;Joint pain;46
459;Connective tissue disorder;Skin rash;36
459;Connective tissue disorder;Fatigue;36
459;Connective tissue disorder;Foot or toe pain;36
459;Connective tissue disorder;Fever;36
459;Connective tissue disorder;Feeling ill;36
459;Connective tissue disorder;Paresthesia;36
459;Connective tissue disorder;Ache all over;36
459;Connective tissue disorder;Arm pain;36
459;Connective tissue disorder;Headache;36
459;Connective tissue disorder;Lymphedema;22
459;Connective tissue disorder;Difficulty in swallowing;22
460;Foreign body in the eye;Pain in eye;79
460;Foreign body in the eye;Eye redness;47
460;Foreign body in the eye;Foreign body sensation in eye;38
460;Foreign body in the eye;Eye burns or stings;22
460;Foreign body in the eye;Lacrimation;18
460;Foreign body in the eye;Symptoms of eye;13
460;Foreign body in the eye;Swollen eye;13
460;Foreign body in the eye;Itchiness of eye;8
460;Foreign body in the eye;White discharge from eye;3
460;Foreign body in the eye;Abnormal movement of eyelid;3
460;Foreign body in the eye;Eyelid lesion or rash;3
460;Foreign body in the eye;Eyelid swelling;3
461;Poisoning due to gas;Shortness of breath;62
461;Poisoning due to gas;Cough;59
461;Poisoning due to gas;Nausea;49
461;Poisoning due to gas;Headache;49
461;Poisoning due to gas;Sharp chest pain;40
461;Poisoning due to gas;Nasal congestion;40
461;Poisoning due to gas;Dizziness;35
461;Poisoning due to gas;Difficulty breathing;35
461;Poisoning due to gas;Sore throat;35
461;Poisoning due to gas;Wheezing;28
461;Poisoning due to gas;Fever;28
461;Poisoning due to gas;Drainage in throat;21
462;Pyogenic skin infection;Abnormal appearing skin;46
462;Pyogenic skin infection;Skin lesion;35
462;Pyogenic skin infection;Leg pain;30
462;Pyogenic skin infection;Skin rash;29
462;Pyogenic skin infection;Leg swelling;25
462;Pyogenic skin infection;Foot or toe pain;24
462;Pyogenic skin infection;Skin on leg or foot looks infected;24
462;Pyogenic skin infection;Peripheral edema;23
462;Pyogenic skin infection;Skin swelling;20
462;Pyogenic skin infection;Hand or finger swelling;19
462;Pyogenic skin infection;Hand or finger pain;17
462;Pyogenic skin infection;Foot or toe swelling;16
463;Endometrial hyperplasia;Vaginal bleeding after menopause;53
463;Endometrial hyperplasia;Heavy menstrual flow;45
463;Endometrial hyperplasia;Unpredictable menstruation;35
463;Endometrial hyperplasia;Involuntary urination;21
463;Endometrial hyperplasia;Vaginal discharge;21
463;Endometrial hyperplasia;Pelvic pain;21
463;Endometrial hyperplasia;Pus in sputum;1
463;Endometrial hyperplasia;Muscle swelling;1
463;Endometrial hyperplasia;Elbow cramps or spasms;1
463;Endometrial hyperplasia;Abnormal size or shape of ear;1
463;Endometrial hyperplasia;Back weakness;1
463;Endometrial hyperplasia;Low back weakness;1
464;Acanthosis nigricans;Weight gain;78
464;Acanthosis nigricans;Skin lesion;34
464;Acanthosis nigricans;Allergic reaction;17
464;Acanthosis nigricans;Acne or pimples;17
464;Acanthosis nigricans;Infertility;17
464;Acanthosis nigricans;Skin growth;9
464;Acanthosis nigricans;Pain or soreness of breast;9
464;Acanthosis nigricans;Skin moles;9
464;Acanthosis nigricans;Unwanted hair;9
464;Acanthosis nigricans;Fluid retention;9
464;Acanthosis nigricans;Apnea;9
464;Acanthosis nigricans;Warts;9
465;Central atherosclerosis;Shortness of breath;43
465;Central atherosclerosis;Fatigue;31
465;Central atherosclerosis;Blood in urine;23
465;Central atherosclerosis;Excessive urination at night;23
465;Central atherosclerosis;Weight gain;13
465;Central atherosclerosis;Symptoms of the kidneys;13
465;Central atherosclerosis;Muscle pain;13
465;Central atherosclerosis;Irregular heartbeat;13
465;Central atherosclerosis;Increased heart rate;13
465;Central atherosclerosis;Hand or finger cramps or spasms;13
465;Central atherosclerosis;Peripheral edema;13
465;Central atherosclerosis;Joint pain;13
466;Viral exanthem;Skin rash;97
466;Viral exanthem;Fever;79
466;Viral exanthem;Cough;40
466;Viral exanthem;Nasal congestion;35
466;Viral exanthem;Vomiting;31
466;Viral exanthem;Abnormal appearing skin;27
466;Viral exanthem;Itching of skin;25
466;Viral exanthem;Decreased appetite;17
466;Viral exanthem;Pulling at ears;11
466;Viral exanthem;Skin swelling;8
466;Viral exanthem;Lip sore;8
466;Viral exanthem;Flu-like syndrome;8
467;Blastomycosis;Pain in eye;91
467;Blastomycosis;Shoulder cramps or spasms;91
467;Blastomycosis;Facial pain;91
467;Blastomycosis;Ankle pain;91
467;Blastomycosis;Wrist pain;91
467;Blastomycosis;Pain during pregnancy;91
467;Blastomycosis;Excessive anger;91
467;Blastomycosis;Joint stiffness or tightness;91
467;Blastomycosis;Pain or soreness of breast;91
467;Blastomycosis;Knee lump or mass;91
467;Blastomycosis;Fatigue;91
467;Blastomycosis;Excessive urination at night;91
468;Noninfectious gastroenteritis;Vomiting;93
468;Noninfectious gastroenteritis;Diarrhea;88
468;Noninfectious gastroenteritis;Nausea;75
468;Noninfectious gastroenteritis;Sharp abdominal pain;72
468;Noninfectious gastroenteritis;Fever;58
468;Noninfectious gastroenteritis;Burning abdominal pain;40
468;Noninfectious gastroenteritis;Headache;25
468;Noninfectious gastroenteritis;Blood in stool;15
468;Noninfectious gastroenteritis;Decreased appetite;14
468;Noninfectious gastroenteritis;Chills;11
468;Noninfectious gastroenteritis;Fluid retention;7
468;Noninfectious gastroenteritis;Rectal bleeding;6
469;Benign prostatic hyperplasia (BPH);Retention of urine;58
469;Benign prostatic hyperplasia (BPH);Symptoms of prostate;48
469;Benign prostatic hyperplasia (BPH);Frequent urination;42
469;Benign prostatic hyperplasia (BPH);Blood in urine;34
469;Benign prostatic hyperplasia (BPH);Excessive urination at night;30
469;Benign prostatic hyperplasia (BPH);Impotence;24
469;Benign prostatic hyperplasia (BPH);Involuntary urination;10
469;Benign prostatic hyperplasia (BPH);Symptoms of bladder;8
469;Benign prostatic hyperplasia (BPH);Pain in testicles;7
469;Benign prostatic hyperplasia (BPH);Hesitancy;5
469;Benign prostatic hyperplasia (BPH);Swelling of scrotum;4
469;Benign prostatic hyperplasia (BPH);Low urine output;3
470;Menopause;Hot flashes;58
470;Menopause;Unpredictable menstruation;23
470;Menopause;Sweating;21
470;Menopause;Pelvic pain;10
470;Menopause;Long menstrual periods;10
470;Menopause;Involuntary urination;10
470;Menopause;Vaginal dryness;8
470;Menopause;Vaginal itching;8
470;Menopause;Weight gain;8
470;Menopause;Heavy menstrual flow;8
470;Menopause;Loss of sex drive;8
470;Menopause;Absence of menstruation;5
471;Primary immunodeficiency;Fatigue;32
471;Primary immunodeficiency;Cough;28
471;Primary immunodeficiency;Frontal headache;16
471;Primary immunodeficiency;Painful sinuses;12
471;Primary immunodeficiency;Upper abdominal pain;12
471;Primary immunodeficiency;Decreased appetite;12
471;Primary immunodeficiency;Arm stiffness or tightness;6
471;Primary immunodeficiency;Skin irritation;6
471;Primary immunodeficiency;Joint pain;6
471;Primary immunodeficiency;Temper problems;6
471;Primary immunodeficiency;Mouth ulcer;6
471;Primary immunodeficiency;Swollen tongue;6
472;Ovarian cancer;Sharp abdominal pain;35
472;Ovarian cancer;Decreased appetite;9
472;Ovarian cancer;Fluid retention;6
472;Ovarian cancer;Regurgitation;6
472;Ovarian cancer;Stomach bloating;6
472;Ovarian cancer;Groin mass;3
472;Ovarian cancer;Symptoms of the kidneys;3
472;Ovarian cancer;Difficulty eating;3
472;Ovarian cancer;Absence of menstruation;3
473;Cataract;Diminished vision;77
473;Cataract;Spots or clouds in vision;33
473;Cataract;Symptoms of eye;27
473;Cataract;Pain in eye;19
473;Cataract;Lacrimation;15
473;Cataract;Itchiness of eye;13
473;Cataract;Blindness;9
473;Cataract;Foreign body sensation in eye;8
473;Cataract;Eye burns or stings;8
473;Cataract;Double vision;8
473;Cataract;Cloudy eye;7
473;Cataract;Abnormal movement of eyelid;4
474;Dislocation of the hip;Hip pain;90
474;Dislocation of the hip;Knee pain;24
474;Dislocation of the hip;Leg pain;24
474;Dislocation of the hip;Back pain;24
474;Dislocation of the hip;Groin pain;14
474;Dislocation of the hip;Hip stiffness or tightness;14
474;Dislocation of the hip;Abusing alcohol;14
475;Spinal stenosis;Neck pain;87
475;Spinal stenosis;Back pain;71
475;Spinal stenosis;Low back pain;52
475;Spinal stenosis;Shoulder pain;44
475;Spinal stenosis;Headache;42
475;Spinal stenosis;Leg pain;41
475;Spinal stenosis;Arm pain;32
475;Spinal stenosis;Loss of sensation;29
475;Spinal stenosis;Hip pain;21
475;Spinal stenosis;Lower body pain;15
475;Spinal stenosis;Problems with movement;13
475;Spinal stenosis;Paresthesia;12
476;Intestinal obstruction;Constipation;90
476;Intestinal obstruction;Sharp abdominal pain;80
476;Intestinal obstruction;Nausea;52
476;Intestinal obstruction;Diarrhea;52
476;Intestinal obstruction;Vomiting;49
476;Intestinal obstruction;Retention of urine;46
476;Intestinal obstruction;Burning abdominal pain;43
476;Intestinal obstruction;Pain of the anus;34
476;Intestinal obstruction;Stomach bloating;17
476;Intestinal obstruction;Vomiting blood;9
476;Intestinal obstruction;Incontinence of stool;9
476;Intestinal obstruction;Vaginal itching;9
477;Heart contusion;Apnea;51
477;Heart contusion;Sharp chest pain;51
477;Heart contusion;Depression;51
477;Heart contusion;Fainting;51
477;Heart contusion;Itchy eyelid;4
477;Heart contusion;Cross-eyed;4
477;Heart contusion;Excessive growth;4
477;Heart contusion;Elbow cramps or spasms;4
477;Heart contusion;Wrist weakness;4
477;Heart contusion;Elbow weakness;4
477;Heart contusion;Hip stiffness or tightness;4
